canonical_smiles,standard_value,mol
CN(C)CCOc1ccc(C2=C3c4ccc(O)cc4CC3(Cc3ccccc3)CCC2=O)cc1,620.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B0D0>
CN(C)CCOc1ccc(C2C3=C(c4ccccc4C3=O)N(C)C(=O)N2CC(F)(F)F)cc1,7550.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B140>
CN(C)CCOc1ccc(C2NC(=O)N(C)C3=C2C(=O)c2ccccc23)cc1,3170.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B1B0>
CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,18.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B220>
CN(C)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,51.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B290>
CN(C)CCOc1ccc(Nc2c(-c3ccc(F)cc3)c(=O)oc3cc(O)ccc23)cc1,6620.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B300>
CN(C)CCOc1ccc(Nc2c(-c3ccc(F)cc3)c(=O)oc3ccccc23)cc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B370>
CN(C)CCOc1ccc(Nc2c(-c3ccc(O)cc3)c(=O)oc3cc(O)ccc23)cc1,8210.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B3E0>
CN(C)CCOc1ccc(Nc2nc(-c3ccc(O)cc3)nc(Cl)c2-c2ccccc2)cc1,3420.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B450>
CN(C)CCOc1ccc(Oc2c(-c3ccc(F)cc3)c(=O)oc3cc(O)ccc23)cc1,6430.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B4C0>
CN(C)CCOc1ccc(Oc2c(-c3ccc(O)cc3)c(=O)oc3cc(O)ccc23)cc1,8430.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B530>
CN(C)CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B5A0>
CN(C)CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccccc2OCC3)cc1,11.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B610>
CN(C)CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2cccc(O)c2)cc1,1.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B680>
CN(C)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,13.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B6F0>
CN(C)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,3.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B760>
CN(C)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccccc2OCC3)cc1,180.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B7D0>
CN(C)CCOc1ccc([C@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,16.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B840>
CN(C)Cc1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,22.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B8B0>
CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc1ccccc1)c1ccccc1,24910.74,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B920>
CN(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCC3)cc2)c1,56.49,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838B990>
CN(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)c1,45.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BA00>
CN(C)c1cccc(N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCCC3)cc2)c1,45.39,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BA70>
CN(C)c1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,124.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BAE0>
CN(C)c1nc(N/N=C\c2ccc(Cl)c([N+](=O)[O-])c2)nc(Nc2ccc(F)cc2)n1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BB50>
CN(CC(=O)NC(=O)NCc1ccco1)Cc1nc(O)c2ccccc2n1,13740.82,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BBC0>
CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(CCO)CC2)n1,30.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BC30>
CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,110.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BCA0>
CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,240.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BD10>
CN(CCO)C(=O)/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1,5.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BD80>
CN(CCOc1ccc(C2NC(=O)N(C)C3=C2C(=O)c2ccccc23)cc1)CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,810.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BDF0>
CN(C[C@@H]1C[C@@H]1c1ccccc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,565.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BE60>
CN(Cc1cccc(O)c1Cl)C(C1CCCC1)C(F)(F)F,58.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BED0>
CN(Cc1cccc(O)c1Cl)CC1(c2ccc(OCCN3CCCCC3)cc2F)CCCC1,62.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C838BF40>
CN(Cc1cccc(O)c1Cl)CC1(c2ccccc2F)CCCC1,11.55,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390040>
CN(Cc1cccc(O)c1Cl)CC1(c2ccccc2OCCN2CCCCC2)CCCC1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83900B0>
CN(c1ccc(/C=C/C(=O)O)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,3400.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390120>
CN(c1ccc(Cl)cc1)S(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1,5270.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390190>
CN(c1ccc(O)cc1)S(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1,1396.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390200>
CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,18685.62,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390270>
CN(c1ccccc1Cl)S(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1,5075.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83902E0>
CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](O)/C(=C/c5cncnc5)C[C@H]4[C@@H]3CC[C@@H]12,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390350>
CN1C(=O)COc2ccc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)cc21,583.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83903C0>
CN1C(=O)CSc2ccc(NC(=O)N3CCC(N4CCCCC4)CC3)cc21,11810.48,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390430>
CN1C(=O)N(CC(F)(F)F)C(c2ccc(OCCN3CCN(CC(F)(F)F)CC3)cc2)C2=C1c1ccccc1C2=O,930.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83904A0>
CN1C(=O)N(CCN(CCO)CCO)C(c2ccc(C(F)(F)F)cc2)C2=C1c1ccccc1C2=O,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390510>
CN1C(=O)N(CCN2CCNCC2)C(c2ccc(C(F)(F)F)cc2)C2=C1c1ccccc1C2=O,21.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390580>
CN1C(=O)N(N(C)CCC(Oc2ccc(C(F)(F)F)cc2)c2ccccc2)C(c2ccc(C(F)(F)F)cc2)C2=C1c1ccccc1C2=O,1330.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83905F0>
CN1C(=O)NC(c2ccc(C(F)(F)F)cc2)C2=C1c1ccccc1C2=O,29610.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390660>
CN1C(=O)NC(c2ccc(O)cc2)C2=C1c1ccccc1C2=O,36140.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83906D0>
CN1C(=O)NC(c2ccc(OCCN(CCO)CCO)cc2)C2=C1c1ccccc1C2=O,7.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390740>
CN1C(=O)NC(c2ccc(OCCN3CCN(CC(F)(F)F)CC3)cc2)C2=C1c1ccccc1C2=O,1290.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83907B0>
CN1C(=O)NC(c2ccc(OCCN3CCNCC3)cc2)C2=C1c1ccccc1C2=O,440.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390820>
CN1CC(c2ccc(O)cc2)Cc2ccc(O)cc21,2950.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390890>
CN1CC=C(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)CC1,726.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390900>
CN1CCC(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390970>
CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)CC1,66.55,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83909E0>
CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,158.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390A50>
CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,69.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390AC0>
CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,76.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390B30>
CN1CCCC1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1.Cl,2970.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390BA0>
CN1CCCC1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,331.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390C10>
CN1CCCC1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,331.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390C80>
CN1CCCC1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390CF0>
CN1CCCC1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,1100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390D60>
CN1CCCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,3.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390DD0>
CN1CCC[C@@H]1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl.Cl,784.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390E40>
CN1CCC[C@@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,3757.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390EB0>
CN1CCC[C@H]1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,724.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390F20>
CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8390F90>
CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391000>
CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,1100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391070>
CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,1063.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83910E0>
CN1CCN(C(=O)/C=C/c2ccc(C3=C(c4ccc(O)cc4)CCOc4cc(F)ccc43)cc2)CC1,57.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391150>
CN1CCN(CCN2C(=O)N(C)C3=C(C(=O)c4ccccc43)C2c2ccc(C(F)(F)F)cc2)CC1,72.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83911C0>
CN1CCN(CCOc2ccc(-n3c4c(c5ccc(O)cc5c3=O)C(=O)c3cc(O)ccc3-4)cc2)CC1,10600.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391230>
CN1CCN(CCOc2ccc(C(=C(C#N)c3ccccc3)c3ccc(OCCN4CCN(C)CC4)cc3)cc2)CC1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83912A0>
CN1CCN(CCOc2ccc(C(=C(C#N)c3ccccc3)c3ccc(OCCN4CCN(C)CC4)cc3)cc2)CC1.CN1CCN(CCOc2ccc(C(=C(C#N)c3ccccc3)c3ccc(OCCN4CCN(C)CC4)cc3)cc2)CC1.Cl.Cl.Cl.Cl.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391310>
CN1CCN(CCOc2ccc(C3C4=C(c5ccccc5C4=O)N(C)C(=O)N3CC(F)(F)F)cc2)CC1,3010.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391380>
CN1CCN(CCOc2ccc(C3NC(=O)N(C)C4=C3C(=O)c3ccccc34)cc2)CC1,490.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83913F0>
CN1CCN(CCOc2ccc([C@@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)cc2)CC1,312.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391460>
CN1CCN(CCOc2ccc([C@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)cc2)CC1,8.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83914D0>
CN1CCN(CCOc2cccc([C@@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)c2)CC1,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391540>
CN1CCN(CCOc2cccc([C@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)c2)CC1,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83915B0>
CN1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(Br)cc3)cc2)CC1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391620>
CN1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(Br)cc3)cc2)CC1.Cl.Cl,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391690>
CN1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1,1700.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391700>
CN1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(O)cc3)cc2)CC1.Cl.Cl,1700.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391770>
CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,93.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83917E0>
CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,120.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391850>
CN1CCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83918C0>
CN1CCOc2cc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)ccc21,190.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391930>
CN1CC[C@@H](N2C(=O)S/C(=C\c3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)[C@H](F)C1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83919A0>
CN1CCc2nc(SCC(=O)Nc3ccc(F)cc3)c(C#N)cc2C1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391A10>
CN1Cc2cc(C(=O)c3cc(Cl)cc(CSc4ncccn4)c3O)cnc2NC1=O,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391A80>
CN1c2ccccc2C2(C)CCCC3Cc4cc(Br)cc(Br)c4OC312,20.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391AF0>
CNC(=O)/C=C/c1ccc(C2(C)c3ccc(O)cc3CCN2c2ccc(F)cc2)cc1,120.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391B60>
CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(C(F)(F)F)cc3)sc3cc(O)ccc23)cc1,32.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391BD0>
CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(F)cc3)sc3cc(O)ccc23)cc1,360.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391C40>
CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)c(C)c3)sc3cc(O)ccc23)cc1,161.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391CB0>
CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)c(F)c3)sc3cc(O)ccc23)cc1,104.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391D20>
CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,55.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391D90>
CNC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cn1,269.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391E00>
CNC(=O)Cn1cc(C2CC2)c(Oc2ccc(C#N)cc2)c1C1CC1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391E70>
CNC(=O)c1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cc1F,1692.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391EE0>
CNCCCCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21,380.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391F50>
CNCCCc1ccc(Oc2c(C(=O)c3c(C)cc(F)cc3C)sc3cc(O)ccc23)cc1,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8391FC0>
CNCCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,3340.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392030>
CNCCOc1ccc(C2=C(c3ccccc3)CCCc3cc(O)ccc32)cc1,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83920A0>
CNCCOc1ccc(N2Nc3c(c(=O)oc4cc(O)ccc34)-c3ccc(O)cc32)cc1,160.53,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392110>
CNCCOc1ccc(N2Nc3cc(O)ccc3-c3c2c2ccc(O)cc2oc3=O)cc1,50.165,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392180>
CNCc1ccc(Oc2c(C(=O)c3c(C)cc(F)cc3C)sc3cc(O)ccc23)cc1,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83921F0>
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2cccc(OCCOCc3cn(CCOc4ccc(Cn5c(-c6ccc(O)cc6)c(C)c6cc(O)ccc65)cc4)nn3)c2)cs1)C1CCCCC1,32.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392260>
CN[C@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCN(C(=O)COCCOCc2cn(CCOc3ccc(Cn4c(-c5ccc(O)cc5)c(C)c5cc(O)ccc54)cc3)nn2)CC1,52.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83922D0>
CNc1nnc(-c2cc3cc(Cl)ccc3oc2=O)s1,11057.83,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392340>
CO/C=C/[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83923B0>
CO/C=C\[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,3349.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392420>
COC(=O)/C(=C\Nc1ccc(Cl)c2ccccc12)c1ncc(C(F)(F)F)cc1Cl,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392490>
COC(=O)/C=C/c1ccc(Oc2c(-c3ccc(F)cc3)sc3cc(O)ccc23)cc1,137.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392500>
COC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)c(C)c3)sc3cc(O)ccc23)cc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392570>
COC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)cc3)sc3c(F)c(O)c(F)cc23)cc1,41.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83925E0>
COC(=O)/C=C/c1ccc(Oc2c(-c3ccccc3)sc3cc(O)ccc23)cc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392650>
COC(=O)/C=C/c1ccc(Oc2c(-c3ccccc3C(C)C)sc3cc(O)ccc23)cc1,23.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83926C0>
COC(=O)/C=C/c1ccc(Oc2c(-c3ccccc3C(C)C)sc3cc(OC)ccc23)cc1,16.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392730>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(O)cc1,790.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83927A0>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,20.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392810>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCCC2)cc1,50.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392880>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCOCC2)cc1,109100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83928F0>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccc(C)cc2)cc1,56.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392960>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccccc2F)cc1,53.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83929D0>
COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccccc1,3300.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392A40>
COC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)o2)N=C1C,19602.37,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392AB0>
COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,10800.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392B20>
COC(=O)COc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,4.8,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392B90>
COC(=O)COc1ccc(S(=O)(=O)Nc2ccc3c(c2)OCO3)cc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392C00>
COC(=O)Cc1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,1700.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392C70>
COC(=O)Cc1ccc(OCc2oc(-c3ccccc3OC)nc2C)cc1,4100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392CE0>
COC(=O)Oc1c(Br)c(=O)oc2ccccc12,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392D50>
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,20000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392DC0>
COC(=O)c1cc(NC(=O)Cn2c(=O)cnc3ccccc32)cc(C(=O)OC)c1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392E30>
COC(=O)c1cc(NC2c3ccccc3C(=O)N2c2ccc(Cl)cn2)cc(C(=O)OC)c1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392EA0>
COC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392F10>
COC(=O)c1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,81324.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392F80>
COC(=O)c1cc2ccsc2n1CC(=O)Nc1ccc(N(C)C)cc1,47259.62,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8392FF0>
COC(=O)c1ccc(CSc2nc(C)nc3sc(C)c(C)c23)o1,48895.72,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8393060>
COC(=O)c1ccc(CSc2nc(O)c3cnn(-c4ccc(C)c(C)c4)c3n2)o1,38489.05,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83930D0>
COC(=O)c1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,4700.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8393140>
