canonical_smiles,standard_value,mol
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CC(CF)CF)C3)cc2F)N1CC(F)(F)CO,0.29,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD310>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCC(F)F)C3)cc2F)N1CC(F)(F)CO,0.09,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD380>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,0.05,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD3F0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCO)C3)cc2F)N1CC(F)(F)CO,0.07,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD460>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCS(=O)(=O)CCCC(F)(F)C(F)(F)F)C3)cc2F)N1CC(F)(F)CO,6.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD4D0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3)cc2F)N1CC(F)(F)CO,6.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD540>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3)cc2F)N1CC(F)(F)F,19.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD5B0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NCCN3CC(CF)C3)cc2F)N1CC(F)(F)CO,0.23,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD620>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NCCNCCCF)cc2F)N1CC(F)(F)CO,0.6465,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD690>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NCCNCCCF)cc2F)N1CC(F)F,0.865,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD700>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NCCNCCCF)cc2F)N1CC1(F)CC1,2.51,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD770>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NCCNCCCF)cc2F)N1CC1(F)COC1,1.335,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD7E0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(Nc3cnc(C(=O)O)s3)cc2F)N1CC(C)(C)F,26.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD850>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CC4(CF)CC4)C3)cc2F)N1CC(C)(C)F,0.52,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD8C0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCCF)C3)cc2F)N1CC(C)(C)F,0.39,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD930>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCCl)C3)cc2F)N1CC(C)(C)F,0.17,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AD9A0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCF)C3)cc2F)N1CC(C)(C)F,0.053,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADA10>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,0.13,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADA80>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCO)C3)cc2F)N1CC(F)(F)CO,0.08,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADAF0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCF)C3)cc2F)N1CC(C)(C)F,0.18,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADB60>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3)cc2F)N1CC(F)(F)F,18.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADBD0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(C[C@H]4C[C@@H]4F)C3)cc2F)N1CC(C)(C)F,0.55,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADC40>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(C[C@H]4C[C@H]4F)C3)cc2F)N1CC(C)(C)F,0.56,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADCB0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCC(CO)NCCCF)cc2F)N1CC(C)(C)F,1.03,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADD20>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCCCCN3CCN(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)cc2F)N1CC(C)(C)F,3.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADD90>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(C(F)F)C3)cc2F)N1CC(C)(C)F,0.09,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADE00>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(C)(C)F,0.36,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADE70>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(F)(F)CO,0.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADEE0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(F)(F)F,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADF50>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(F)F,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83ADFC0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC1(C)COC1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE030>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC1(F)COC1,0.7943,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE0A0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1C[C@@](C)(F)CO,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE110>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1C[C@](C)(F)C#N,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE180>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1C[C@](C)(F)CO,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE1F0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1S(C)(=O)=O,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE260>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1[C@H](C)C(=O)O,2.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE2D0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(F)(CF)C3)cc2F)N1CC(C)(C)F,0.38,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE340>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC[C@@H](CF)C3)cc2F)N1CC(C)(C)F,0.09,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE3B0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCC(F)F)cc2F)N1CC(C)(C)F,0.6200000000000001,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE420>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC(C)(C)F,0.14,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE490>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC(C)(F)CO,1.025,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE500>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC(C)(F)F,0.55,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE570>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC(F)(F)CO,0.6129500000000001,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE5E0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC(F)F,1.41,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE650>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC1(CF)COC1,1.435,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE6C0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC1(F)CC1,0.78,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE730>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC1(F)COC1,0.8006,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE7A0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1C[C@H](F)CF,1.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE810>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC[C@H](C)N3CC[C@@H](CF)C3)cc2F)N1CC(C)(C)F,0.21,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE880>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(NCCNCCCF)c2F)N1CC(F)(F)F,2.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE8F0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCN(C)CCCF)c2C(F)F)N1C[C@H](C)C(=O)O,1.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE960>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCN(C)CCCF)c2F)N1CC1(F)COC1,1.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AE9D0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCN(C)CCCF)c2F)N1C[C@H](C)C(=O)O,5.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEA40>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2C(F)F)N1C[C@H](C)C(=O)O,1.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEAB0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2Cl)N1CC(C)(C)C(=O)O,13.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEB20>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2Cl)N1CC(F)(F)CO,1.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEB90>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)CO,0.6605,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEC00>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)(F)F,1.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEC70>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC(F)F,1.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AECE0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC1(F)CC1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AED50>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC1(F)COC1,1.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEDC0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1CC1(S(C)(=O)=O)CC1,7.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEE30>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCNCCCF)c2F)N1C[C@H](C)C(=O)O,7.105,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEEA0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2Cl)N1CC(F)(F)CO,0.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEF10>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2Cl)N1C[C@H](C)C(=O)O,1.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEF80>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC(F)(F)CO,0.96,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AEFF0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC(F)(F)F,1.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF060>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cnc(OCCNCCCF)c2F)N1CC1(F)CC1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF0D0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(F)c(/C=C/C(=O)O)c(F)c2)N1CC(C)(C)F,120.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF140>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(F)cc(OCCNCCCF)c2)N1CC(F)(F)F,9.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF1B0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(F)cc(OCCNCCCF)c2F)N1CC(F)(F)F,5.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF220>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)cc(F)c2F)N1CC(F)(F)F,2.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF290>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2C#N)N1CC(F)(F)F,2.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF300>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2CO)N1CC(F)(F)F,1300.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF370>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2Cl)N1CC(F)(F)CO,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF3E0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2Cl)N1CC(F)(F)F,1.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF450>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2F)N1CC(F)(F)F,2.4475,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF4C0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccn2)N1CC(F)(F)F,1.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF530>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ncc2F)N1CC(F)(F)F,1.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF5A0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ncn2)N1CC(F)(F)F,17.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF610>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1CC(C)(C)F,425.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF680>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1CCO,1005.0450000000001,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF6F0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(/C=C/C(=O)O)cn2)N1CC(C)(C)F,100.8,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF760>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(Cl)cc2)N1CCC(=O)O,1277.2649999999999,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF7D0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(Cl)cc2)N1CCO,62.46,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF840>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(Cl)cc2)N1C[C@H](C)C(=O)O,50.495000000000005,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF8B0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(F)c(OCCNCCCF)c2)N1CC(F)(F)F,31.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF920>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cc2)N1CC(F)(F)CO,0.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AF990>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,0.98,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFA00>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(NC3CN(CCCF)C3)nc2)N1CC(F)(F)CO,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFA70>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cc2)N1S(C)(=O)=O,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFAE0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cc2F)N1S(C)(=O)=O,17.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFB50>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCN3CC(CF)C3)nc2)N1CC(C)(C)F,0.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFBC0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2)N1CC(C)(F)F,1.785,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFC30>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2)N1CC(F)F,1.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFCA0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2)N1CC1(F)CC1,3.645,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFD10>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2)N1CC1(F)COC1,2.84715,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFD80>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2)N1C[C@H](F)CF,0.79,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFDF0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2C#N)N1CC1(F)CC1,14.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFE60>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2F)N1CC(C)(F)F,0.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFED0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2F)N1CC(F)F,0.88,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83AFF40>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2F)N1CC1(F)CC1,2.6399999999999997,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368040>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2F)N1CC1(F)COC1,0.9550000000000001,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83680B0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cn2)N1CC(C)(C)F,1.25,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368120>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cn2)N1CC1(F)CC1,17.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368190>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cn2)N1CC1(F)COC1,39.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368200>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)nc2)N1CC1(F)CC1,2.9,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368270>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)nc2)N1CC1(F)COC1,4.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83682E0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OC[C@H](C)NCCCF)cc2)N1CC1(F)COC1,1.85,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368350>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(N(C)CCNCCCF)c2)N1CC1(F)COC1,180.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83683C0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(NCCNCCCF)c2)N1CC1(F)COC1,34.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368430>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCCN3CC(CF)C3)c2)N1CC1(F)COC1,35.715,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83684A0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCCNCCCF)c2)N1CC1(F)COC1,14.219999999999999,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368510>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2)N1CC(F)(F)F,1.7,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368580>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2)N1CC1(F)COC1,9.155,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83685F0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2C#N)N1CC(F)(F)F,1.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368660>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2C(F)F)N1CC(F)(F)CO,0.69,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83686D0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2Cl)N1CC(F)(F)F,0.88,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368740>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2F)N1CC(F)(F)F,1.7925,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83687B0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)n2)N1CC(F)(F)F,190.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368820>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccnc(OCCNCCCF)c2)N1CC(F)(F)F,2.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368890>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccnc(OCCNCCCF)c2Cl)N1CC(F)(F)CO,0.72,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368900>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCC5(CC4)CCN(c4ccc6c(c4)CN(C4CCC(=O)NC4=O)C6=O)CC5)CC3)nc2)N1CC(C)(C)F,1.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368970>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)CC3)nc2)N1CC(C)(C)F,2.15,<rdkit.Chem.rdchem.Mol object at 0x000001F2C83689E0>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CCN4CCOC5(CC4)CCN(c4ccc6c(c4)CN(C4CCC(=O)NC4=O)C6=O)CC5)CC3)nc2)N1CC(C)(C)F,2.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368A50>
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(N3CCC(CN(C)C4CCN(c5ccc6c(c5)CN(C5CCC(=O)NC5=O)C6=O)CC4)CC3)nc2)N1CC(C)(C)F,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8368AC0>
